Date,MSFT,AAPL,AMZN,GOOG,SP500
2020-10-09 00:00:00-04:00,0.4315460998126222,0.5372909148866557,1.3964042983286937,0.033182586979799526,0.34747627817936233
2020-10-12 00:00:00-04:00,0.47964000571325155,0.660561328773604,1.5453832425798941,0.1004350859321996,0.4069417039011223
2020-10-13 00:00:00-04:00,0.49220131128218336,0.6058112785740516,1.5460506103456582,0.10359016023194281,0.38372017537932296
2020-10-14 00:00:00-04:00,0.4749943072519376,0.6073045417394908,1.4698642087616003,0.09910082497147349,0.3594881415692749
2020-10-15 00:00:00-04:00,0.46466964361456603,0.5993409027787001,1.4459748282815441,0.0879398043423535,0.3539355765182409
2020-10-16 00:00:00-04:00,0.46466964361456603,0.5713021764106252,1.3831154176955913,0.10524866258985621,0.3544251870593632
2020-10-19 00:00:00-04:00,0.4178666089306232,0.5208657963256175,1.3206755120434794,0.057362546666523496,0.29515764029915814
2020-10-20 00:00:00-04:00,0.4215661297189245,0.5462499763734289,1.3300174970889094,0.08394938982333082,0.3120348335805658
2020-10-21 00:00:00-04:00,0.4228564583247591,0.5356317910923746,1.2994457113867082,0.1305634671667357,0.30415884396166065
2020-10-22 00:00:00-04:00,0.4236310353158562,0.5170499668505296,1.29130493013589,0.1580233264798196,0.3228380583775365
2020-10-23 00:00:00-04:00,0.4351600237390351,0.5052701102852544,1.3179967315782852,0.19003474343417107,0.3352352516218907
2020-10-26 00:00:00-04:00,0.3822477334734725,0.5054362296670274,1.3205134702625159,0.12699700208018558,0.268123253791923
2020-10-27 00:00:00-04:00,0.4095212540282951,0.5311520015960569,1.3960991244898593,0.14421852065555862,0.2574031992011585
2020-10-28 00:00:00-04:00,0.318581167428541,0.4415608692224633,1.2783212233416221,0.034928429009842596,0.13275318795105398
2020-10-29 00:00:00-04:00,0.33613272934974764,0.509915760410414,1.3242980331504082,0.09805331975344765,0.17346640277626166
2020-10-30 00:00:00-04:00,0.3167748159025429,0.40273809694449225,1.1576067876564964,0.16510640263527715,0.13163840197612467
2020-11-02 00:00:00-05:00,0.3155700841585966,0.40124509253198415,1.127416396523134,0.17136650693461083,0.17360171332580818
2020-11-03 00:00:00-05:00,0.35084453737749943,0.42895183888944416,1.1692941602030553,0.20151981517796827,0.23498386893738496
2020-11-04 00:00:00-05:00,0.43653608485947104,0.5037769764962807,1.3530393576572357,0.3248765413818242,0.31236802309166717
2020-11-05 00:00:00-05:00,0.4959009677231976,0.5714679076630016,1.430102879473978,0.3426344663531309,0.3821783472752797
2020-11-06 00:00:00-05:00,0.49960035285878585,0.5692243903738071,1.419969304328006,0.3406142369435432,0.38112612971235876
2020-11-09 00:00:00-05:00,0.4537432245424297,0.529836113564894,1.2601705074419767,0.34217303126617127,0.4239020673887361
2020-11-10 00:00:00-05:00,0.39024893744297867,0.5240192182970623,1.1565298061966627,0.3139775397690932,0.4187244041234758
2020-11-11 00:00:00-05:00,0.4379129598961848,0.5825202803624594,1.2541173596205935,0.3293409496334722,0.4469880310178507
2020-11-12 00:00:00-05:00,0.4283631445553363,0.5778663501435043,1.2282738774480189,0.3257619259012564,0.40984833728499
2020-11-13 00:00:00-05:00,0.43756867331064986,0.5786977233111626,1.2459381770859566,0.35965637857542326,0.4599999716273439
2020-11-16 00:00:00-05:00,0.44376325444873205,0.595981901603488,1.2480828306034861,0.36509351101863313,0.5035051110810707
2020-11-17 00:00:00-05:00,0.41993151452755495,0.580858051533005,1.2524681408480929,0.3510892891238016,0.48539893175566157
2020-11-18 00:00:00-05:00,0.3956058630784296,0.5582555948710981,1.2236788147364916,0.32194600044398297,0.4419146484392709
2020-11-19 00:00:00-05:00,0.4071645594457504,0.5683936640884766,1.2346988195172863,0.3433202445194824,0.45658312590815603
2020-11-20 00:00:00-05:00,0.38965396464386276,0.5467880530936733,1.2179020397910787,0.31622211225807284,0.43123630612317865
2020-11-23 00:00:00-05:00,0.38723826113117327,0.48878534917359523,1.2169390985074346,0.3070813210385406,0.452124236351577
2020-11-24 00:00:00-05:00,0.41958641402574215,0.5107234576848756,1.2356902708449777,0.34950556779235215,0.5123603217822204
2020-11-25 00:00:00-05:00,0.41967255349848237,0.5250161933406314,1.2995696428026695,0.3526855691009167,0.5063596041215981
2020-11-27 00:00:00-05:00,0.43140407142213555,0.5343231481432827,1.309359933744805,0.37982099673430325,0.5154233761961089
2020-11-30 00:00:00-05:00,0.4213976490494074,0.5752076637763429,1.283335209149357,0.3393547570092811,0.4980044320302387
2020-12-01 00:00:00-05:00,0.43985754153670614,0.6362015515800594,1.3329441403860265,0.38594390734386463,0.5405303504017209
2020-12-02 00:00:00-05:00,0.43261138056762843,0.642184307476733,1.3171673220315576,0.42316792337952397,0.5473645505263731
2020-12-03 00:00:00-05:00,0.4228641905293988,0.639857471743721,1.3011522411661205,0.42169646872902555,0.5449788118896318
2020-12-04 00:00:00-05:00,0.42389935638212417,0.6283901887192274,1.2781303805977942,0.4232177773971666,0.5787329441093089
2020-12-07 00:00:00-05:00,0.4232952948512388,0.6533194811141463,1.2737642709950971,0.4126055315271359,0.5712735685508497
2020-12-08 00:00:00-05:00,0.4381327172912071,0.6637896597186053,1.2921532494057106,0.41144575962815905,0.5819936231416141
2020-12-09 00:00:00-05:00,0.40181672254206896,0.6205789552348608,1.2224779018606964,0.3685227824154109,0.5513338295418299
2020-12-10 00:00:00-05:00,0.3907754056220414,0.6448432525968255,1.2198942518485993,0.35754899977621596,0.5464166136501327
2020-12-11 00:00:00-05:00,0.4144107204148282,0.6310493925922509,1.2341268731234363,0.3655798731144141,0.5415825679646419
2020-12-14 00:00:00-05:00,0.422519225680299,0.6205789552348608,1.2727824199883604,0.3385066678618258,0.5249452202625996
2020-12-15 00:00:00-05:00,0.4219155711075525,0.7219580948910597,1.2805516979101108,0.34812126253147335,0.5740448913851708
2020-12-16 00:00:00-05:00,0.46634007112216147,0.720794871089252,1.3528488058322246,0.34217303126617127,0.5808684090980167
2020-12-17 00:00:00-05:00,0.4675473802676543,0.7355862236432579,1.3481967230326022,0.3233426740680174,0.6030690042628992
2020-12-18 00:00:00-05:00,0.4603879013821687,0.7016823445856992,1.3153752621200028,0.3022803030265496,0.5894527443569351
2020-12-21 00:00:00-05:00,0.49489211849678966,0.7277751195353569,1.319693661036743,0.3127055011891654,0.574357224758936
2020-12-22 00:00:00-05:00,0.5065370899895637,0.7884363804461307,1.3200177445986703,0.29291516872762546,0.5663772087964886
2020-12-23 00:00:00-05:00,0.4813493655494713,0.773146928499737,1.2997604855464975,0.30398884968461576,0.5692421299056841
2020-12-24 00:00:00-05:00,0.4962722491986149,0.7899317136350188,1.2877682300799207,0.31205701839479083,0.5828375336743121
2020-12-28 00:00:00-05:00,0.515336067564086,0.8683768047480925,1.3938398489585062,0.35849660667644645,0.6164873852073085
2020-12-29 00:00:00-05:00,0.5083487319713679,0.8381288458541954,1.430102879473978,0.3368356068582467,0.6078196253990457
2020-12-30 00:00:00-05:00,0.4870423029549655,0.8190163193506427,1.3956415091910157,0.31289254889658036,0.6130285728703102
2020-12-31 00:00:00-05:00,0.49342571266951124,0.8018985191930215,1.368072587515936,0.3283060030611121,0.6380628049383841
2021-01-04 00:00:00-05:00,0.4526244966185107,0.7473863923136252,1.3010568197942065,0.29882610462095055,0.5803266582135541
2021-01-05 00:00:00-05:00,0.4544358672948889,0.7739770079027397,1.3314476539923514,0.31463839092662343,0.6076321745061588
2021-01-06 00:00:00-05:00,0.405698289271185,0.7006852401656646,1.2550611002623278,0.30761772743447424,0.629801231121899
2021-01-07 00:00:00-05:00,0.4577996476185728,0.7724819334667827,1.2777300763058625,0.3724136791816584,0.6877769690829559
2021-01-08 00:00:00-05:00,0.46927247581857934,0.7912617037009273,1.2973103672713164,0.3973043440435552,0.7095398397069183
2021-01-11 00:00:00-05:00,0.45089912976215973,0.7402400244857474,1.2320200390520921,0.34681192857956855,0.6834223602130576
2021-01-12 00:00:00-05:00,0.4288164959221045,0.7372481937197812,1.2383309409451697,0.3216592447012827,0.6850682146606432
2021-01-13 00:00:00-05:00,0.4409791181675977,0.7719833165685326,1.2812856860849247,0.3314485187151896,0.6940798463918136
2021-01-14 00:00:00-05:00,0.41234066001480335,0.7390766713074742,1.2446607525613402,0.3137157110352143,0.6791822057553695
2021-01-15 00:00:00-05:00,0.40914888733117394,0.7096598268283043,1.2225253216278364,0.30874001367896403,0.6507517297623057
2021-01-19 00:00:00-05:00,0.4418417337694167,0.7211273686057291,1.2382640296173033,0.3769153828052833,0.6826929040925699
2021-01-20 00:00:00-05:00,0.5099879593549786,0.7909286886785879,1.37422144762805,0.4966807169137678,0.7378454332191037
2021-01-21 00:00:00-05:00,0.5154223426895392,0.871367988631731,1.4157940374691367,0.502105290711312,0.7391163858809155
2021-01-22 00:00:00-05:00,0.5238756771513968,0.9079310715623132,1.4017234579752633,0.5143261849216134,0.7270315260103266
2021-01-25 00:00:00-05:00,0.5547572885659744,0.9719162726261338,1.4034107871127661,0.5122686601400488,0.7415021245176568
2021-01-26 00:00:00-05:00,0.5789102541114803,0.9759052078121346,1.4340398838218793,0.5345157300893147,0.7355222629943707
2021-01-27 00:00:00-05:00,0.5838269866933218,0.9576235369703779,1.3448601751225986,0.42670946145725275,0.632541269750216
2021-01-28 00:00:00-05:00,0.6358426125261083,0.8750241675483237,1.3496646993822299,0.4670137707661913,0.6706810407026573
2021-01-29 00:00:00-05:00,0.5757186170805639,0.789765853006177,1.3197125707598356,0.43288241636696684,0.5944846690039809
2021-02-01 00:00:00-05:00,0.6420532006843217,0.8259966971732131,1.4500072540013593,0.5147002803364434,0.6565962807360453
2021-02-02 00:00:00-05:00,0.6408454845806899,0.8401233134471959,1.4853931642841465,0.5473228847131925,0.7112380888409824
